Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Testsearch sub category,Chrome 116.0.0.0,,,2566-08-31 15:16:50,2566-08-31 15:18:40,1m - 49.414s,FAILED
,,,,,,,
Test Cases/Category LIST/Search sub category/ตรวจสอบการค้นหาเมื่อมีการค้นหาข้อมูลที่ไม่ตรงกับข้อมูลที่มี,Chrome 116.0.0.0,987654321,,2566-08-31 15:16:51,2566-08-31 15:17:09,18.007s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:16:51,2566-08-31 15:16:54,2.608s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-08-31 15:16:54,2566-08-31 15:16:55,0.897s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:16:55,2566-08-31 15:16:56,0.970s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:16:56,2566-08-31 15:16:56,0.470s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:16:56,2566-08-31 15:16:57,0.934s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-08-31 15:16:57,2566-08-31 15:16:58,0.816s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-08-31 15:16:58,2566-08-31 15:16:59,0.835s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-08-31 15:16:59,2566-08-31 15:17:00,1.046s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""0003333"")",Chrome 116.0.0.0,,,2566-08-31 15:17:00,2566-08-31 15:17:01,0.806s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:01,2566-08-31 15:17:01,0.542s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/svg_Add SubCategory_absolute top-12 transfo_2e79f2""))",Chrome 116.0.0.0,,,2566-08-31 15:17:01,2566-08-31 15:17:01,0.384s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""subnnnn"")",Chrome 116.0.0.0,,,2566-08-31 15:17:01,2566-08-31 15:17:02,0.723s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:02,2566-08-31 15:17:03,0.517s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""subnnnn"")",Chrome 116.0.0.0,,,2566-08-31 15:17:03,2566-08-31 15:17:03,0.710s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:03,2566-08-31 15:17:04,0.466s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""PUY"")",Chrome 116.0.0.0,,,2566-08-31 15:17:04,2566-08-31 15:17:05,0.686s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:05,2566-08-31 15:17:05,0.455s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""PUY"")",Chrome 116.0.0.0,,,2566-08-31 15:17:05,2566-08-31 15:17:06,0.665s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:06,2566-08-31 15:17:06,0.469s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""PUY"")",Chrome 116.0.0.0,,,2566-08-31 15:17:06,2566-08-31 15:17:07,0.700s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:07,2566-08-31 15:17:07,0.491s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), """")",Chrome 116.0.0.0,,,2566-08-31 15:17:07,2566-08-31 15:17:08,0.665s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2566-08-31 15:17:08,2566-08-31 15:17:09,0.713s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/ตรวจสอบการค้นหาโดยการใช้ keyword ในการค้นหาและกด enter,Chrome 116.0.0.0,ใช้อักษรที่อยู่ตรงกลาง,,2566-08-31 15:17:09,2566-08-31 15:17:24,15.356s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:17:09,2566-08-31 15:17:10,1.194s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-08-31 15:17:10,2566-08-31 15:17:11,0.861s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:17:11,2566-08-31 15:17:12,0.949s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:17:12,2566-08-31 15:17:12,0.397s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:17:12,2566-08-31 15:17:13,0.780s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/div_Item""))",Chrome 116.0.0.0,,,2566-08-31 15:17:13,2566-08-31 15:17:14,0.719s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-08-31 15:17:14,2566-08-31 15:17:14,0.389s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-08-31 15:17:14,2566-08-31 15:17:15,0.732s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-08-31 15:17:15,2566-08-31 15:17:16,1.071s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""ubrice"")",Chrome 116.0.0.0,,,2566-08-31 15:17:16,2566-08-31 15:17:17,0.841s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:17,2566-08-31 15:17:18,0.610s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""001"")",Chrome 116.0.0.0,,,2566-08-31 15:17:18,2566-08-31 15:17:18,0.713s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:18,2566-08-31 15:17:19,0.467s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""Ben"")",Chrome 116.0.0.0,,,2566-08-31 15:17:19,2566-08-31 15:17:20,0.701s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:20,2566-08-31 15:17:20,0.470s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""Ben"")",Chrome 116.0.0.0,,,2566-08-31 15:17:20,2566-08-31 15:17:21,0.695s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:21,2566-08-31 15:17:21,0.483s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""HUT"")",Chrome 116.0.0.0,,,2566-08-31 15:17:21,2566-08-31 15:17:22,0.688s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:22,2566-08-31 15:17:22,0.453s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""1150"")",Chrome 116.0.0.0,,,2566-08-31 15:17:22,2566-08-31 15:17:23,0.699s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:17:23,2566-08-31 15:17:23,0.451s,PASSED
