Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TESTSEARCHCategory,Chrome 116.0.0.0,,,2566-08-31 14:14:32,2566-08-31 14:15:40,1m - 7.617s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH/ตรวจสอบฟังก์ชันการค้นหาเมื่อมีการค้นหาค่าว่าง,Chrome 116.0.0.0,,,2566-08-31 14:14:33,2566-08-31 14:14:45,12.463s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 14:14:34,2566-08-31 14:14:37,3.162s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-08-31 14:14:37,2566-08-31 14:14:38,0.938s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 14:14:38,2566-08-31 14:14:39,1.312s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 14:14:39,2566-08-31 14:14:40,0.766s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 14:14:40,2566-08-31 14:14:40,0.476s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 14:14:40,2566-08-31 14:14:42,1.442s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 14:14:42,2566-08-31 14:14:42,0.721s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 14:14:42,2566-08-31 14:14:43,0.445s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 14:14:43,2566-08-31 14:14:44,0.724s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""))",Chrome 116.0.0.0,,,2566-08-31 14:14:44,2566-08-31 14:14:45,0.996s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2566-08-31 14:14:45,2566-08-31 14:14:45,0.803s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH/ตรวจสอบการค้นหาโดยมีการป้อนข้อมูลที่ถูกต้อง,Chrome 116.0.0.0,,,2566-08-31 14:14:45,2566-08-31 14:14:52,6.648s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 14:14:46,2566-08-31 14:14:47,1.318s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-08-31 14:14:47,2566-08-31 14:14:48,0.818s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 14:14:48,2566-08-31 14:14:49,1.026s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 14:14:49,2566-08-31 14:14:49,0.418s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 14:14:49,2566-08-31 14:14:50,0.712s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""pizza"")",Chrome 116.0.0.0,,,2566-08-31 14:14:50,2566-08-31 14:14:51,1.279s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2566-08-31 14:14:51,2566-08-31 14:14:52,0.689s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH/ตรวจสอบการค้นหาโดยการใช้ keyword ในการค้นหาและกด enter,Chrome 116.0.0.0,ใช้อักษรที่อยู่ตรงกลาง,,2566-08-31 14:14:52,2566-08-31 14:15:06,14.423s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 14:14:52,2566-08-31 14:14:54,1.319s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-08-31 14:14:54,2566-08-31 14:14:55,0.860s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 14:14:55,2566-08-31 14:14:56,1.066s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""4nvbrPglk7k="")",Chrome 116.0.0.0,,,2566-08-31 14:14:56,2566-08-31 14:14:56,0.430s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 14:14:56,2566-08-31 14:14:57,0.829s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 14:14:57,2566-08-31 14:14:58,0.757s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 14:14:58,2566-08-31 14:14:58,0.423s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 14:14:58,2566-08-31 14:14:59,0.831s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""TT"")",Chrome 116.0.0.0,,,2566-08-31 14:14:59,2566-08-31 14:15:00,1.063s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 14:15:00,2566-08-31 14:15:01,0.500s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""TT"")",Chrome 116.0.0.0,,,2566-08-31 14:15:01,2566-08-31 14:15:01,0.715s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 14:15:01,2566-08-31 14:15:02,0.522s,PASSED
