Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TESTSEARCHCategory,Chrome 116.0.0.0,,,2566-08-31 15:29:13,2566-08-31 15:30:33,1m - 20.269s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/ตรวจสอบฟังก์ชันการค้นหาเมื่อมีการค้นหาค่าว่าง,Chrome 116.0.0.0,,,2566-08-31 15:29:13,2566-08-31 15:29:29,15.486s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:29:14,2566-08-31 15:29:17,3.546s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-08-31 15:29:17,2566-08-31 15:29:20,2.756s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:29:20,2566-08-31 15:29:22,1.498s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:29:22,2566-08-31 15:29:23,0.888s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:29:23,2566-08-31 15:29:23,0.549s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:29:23,2566-08-31 15:29:24,0.826s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:29:24,2566-08-31 15:29:25,0.893s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:29:25,2566-08-31 15:29:25,0.495s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:29:25,2566-08-31 15:29:26,0.769s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""))",Chrome 116.0.0.0,,,2566-08-31 15:29:26,2566-08-31 15:29:28,1.541s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2566-08-31 15:29:28,2566-08-31 15:29:29,0.846s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/ตรวจสอบการค้นหาโดยมีการป้อนข้อมูลที่ถูกต้อง,Chrome 116.0.0.0,,,2566-08-31 15:29:29,2566-08-31 15:29:41,12.747s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:29:29,2566-08-31 15:29:30,1.562s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-08-31 15:29:30,2566-08-31 15:29:31,0.915s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:29:31,2566-08-31 15:29:33,1.139s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:29:33,2566-08-31 15:29:33,0.423s,PASSED
