Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Testsearch sub category,Chrome 116.0.0.0,,,2566-09-01 14:42:46,2566-09-01 14:43:32,46.208s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-01 14:42:47,2566-09-01 14:42:56,9.310s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-01 14:42:47,2566-09-01 14:42:52,5.078s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 14:42:52,2566-09-01 14:42:53,0.900s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-01 14:42:53,2566-09-01 14:42:55,1.323s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-01 14:42:55,2566-09-01 14:42:55,0.533s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-01 14:42:55,2566-09-01 14:42:56,0.804s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/กดเปลี่ยนหน้าไปที่ sub category,Chrome 116.0.0.0,,,2566-09-01 14:42:56,2566-09-01 14:43:32,36.460s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-09-01 14:42:57,2566-09-01 14:42:57,0.466s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-09-01 14:42:57,2566-09-01 14:42:58,1.031s,PASSED
delay(1),Chrome 116.0.0.0,,,2566-09-01 14:42:58,2566-09-01 14:42:59,1.036s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 14:42:59,2566-09-01 14:43:00,0.417s,PASSED
delay(1),Chrome 116.0.0.0,,,2566-09-01 14:43:00,2566-09-01 14:43:01,1.008s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-09-01 14:43:01,2566-09-01 14:43:32,31.735s,PASSED
