Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TESTSEARCHCategory,Chrome 116.0.0.0,,,2566-08-31 15:10:45,2566-08-31 15:11:53,1m - 8.846s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/ตรวจสอบฟังก์ชันการค้นหาเมื่อมีการค้นหาค่าว่าง,Chrome 116.0.0.0,,,2566-08-31 15:10:45,2566-08-31 15:10:56,10.734s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:10:45,2566-08-31 15:10:48,2.426s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-08-31 15:10:48,2566-08-31 15:10:49,0.947s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:10:49,2566-08-31 15:10:50,1.389s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-08-31 15:10:50,2566-08-31 15:10:51,0.830s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:10:51,2566-08-31 15:10:51,0.463s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:10:51,2566-08-31 15:10:52,0.677s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-31 15:10:52,2566-08-31 15:10:53,0.684s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-31 15:10:53,2566-08-31 15:10:53,0.406s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-31 15:10:53,2566-08-31 15:10:54,0.660s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""))",Chrome 116.0.0.0,,,2566-08-31 15:10:54,2566-08-31 15:10:55,1.077s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2566-08-31 15:10:55,2566-08-31 15:10:56,0.724s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/ตรวจสอบการค้นหาโดยมีการป้อนข้อมูลที่ถูกต้อง,Chrome 116.0.0.0,,,2566-08-31 15:10:56,2566-08-31 15:11:07,11.847s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-31 15:10:56,2566-08-31 15:10:57,1.216s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-08-31 15:10:57,2566-08-31 15:10:58,0.818s,PASSED
