Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Testsearch sub category,Chrome 116.0.0.0,,,2566-09-01 15:41:45,2566-09-01 15:43:12,1m - 27.232s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-01 15:41:46,2566-09-01 15:41:55,9.920s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-01 15:41:46,2566-09-01 15:41:50,3.671s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 15:41:50,2566-09-01 15:41:52,2.562s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-01 15:41:52,2566-09-01 15:41:54,1.480s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-01 15:41:54,2566-09-01 15:41:54,0.514s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-01 15:41:54,2566-09-01 15:41:55,1.065s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/กดเปลี่ยนหน้าไปที่ sub category,Chrome 116.0.0.0,,,2566-09-01 15:41:55,2566-09-01 15:42:34,38.574s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items"")",Chrome 116.0.0.0,,,2566-09-01 15:41:56,2566-09-01 15:41:57,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-09-01 15:41:57,2566-09-01 15:41:58,1.340s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 15:41:58,2566-09-01 15:42:02,4.154s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-09-01 15:42:02,2566-09-01 15:42:34,31.596s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/ตรวจสอบการค้นหาเมื่อมีการค้นหาข้อมูลที่ไม่ตรงกับข้อมูลที่มี,Chrome 116.0.0.0,987654321,,2566-09-01 15:42:34,2566-09-01 15:43:12,38.251s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-09-01 15:42:35,2566-09-01 15:42:35,0.750s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-09-01 15:42:35,2566-09-01 15:42:36,0.986s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 15:42:36,2566-09-01 15:42:37,0.854s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-09-01 15:42:37,2566-09-01 15:43:09,31.703s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""not"")",Chrome 116.0.0.0,,,2566-09-01 15:43:09,2566-09-01 15:43:10,0.911s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-09-01 15:43:10,2566-09-01 15:43:10,0.521s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""value"")",Chrome 116.0.0.0,,,2566-09-01 15:43:10,2566-09-01 15:43:11,0.754s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-09-01 15:43:11,2566-09-01 15:43:12,0.496s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), """")",Chrome 116.0.0.0,,,2566-09-01 15:43:12,2566-09-01 15:43:12,0.735s,PASSED
