Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TESTSEARCHCategory,Chrome 116.0.0.0,,,2566-09-01 13:23:34,2566-09-01 13:24:54,1m - 20.424s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-01 13:23:34,2566-09-01 13:23:46,11.436s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-01 13:23:34,2566-09-01 13:23:37,2.727s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 13:23:37,2566-09-01 13:23:38,0.778s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-01 13:23:38,2566-09-01 13:23:39,1.200s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-01 13:23:39,2566-09-01 13:23:40,0.447s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-01 13:23:40,2566-09-01 13:23:40,0.887s,PASSED
Start listener action : sampleAfterTestCase,Chrome 116.0.0.0,,,2566-09-01 13:23:40,2566-09-01 13:23:46,5.042s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/กดเปลี่ยนหน้าไปที่ category,Chrome 116.0.0.0,,,2566-09-01 13:23:46,2566-09-01 13:23:53,7.259s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 13:23:46,2566-09-01 13:23:46,0.156s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/div_Item""))",Chrome 116.0.0.0,,,2566-09-01 13:23:46,2566-09-01 13:23:47,0.816s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 13:23:47,2566-09-01 13:23:48,1.030s,PASSED
