Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Testsearch sub category,Chrome 116.0.0.0,,,2566-09-01 15:49:43,2566-09-01 15:50:29,46.564s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-01 15:49:43,2566-09-01 15:49:52,8.249s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-01 15:49:44,2566-09-01 15:49:48,3.601s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 15:49:48,2566-09-01 15:49:49,1.057s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-01 15:49:49,2566-09-01 15:49:50,1.442s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-01 15:49:50,2566-09-01 15:49:51,0.534s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-01 15:49:51,2566-09-01 15:49:52,0.939s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/ตรวจสอบการค้นหาเมื่อมีการค้นหาข้อมูลที่ไม่ตรงกับข้อมูลที่มี,Chrome 116.0.0.0,987654321,,2566-09-01 15:49:52,2566-09-01 15:50:29,37.849s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/items/categories"")",Chrome 116.0.0.0,,,2566-09-01 15:49:52,2566-09-01 15:49:53,0.458s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-09-01 15:49:53,2566-09-01 15:49:54,0.979s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 15:49:54,2566-09-01 15:49:54,0.847s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-09-01 15:49:54,2566-09-01 15:50:26,31.740s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""not"")",Chrome 116.0.0.0,,,2566-09-01 15:50:26,2566-09-01 15:50:27,0.858s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-09-01 15:50:27,2566-09-01 15:50:28,0.522s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), ""value"")",Chrome 116.0.0.0,,,2566-09-01 15:50:28,2566-09-01 15:50:28,0.719s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), Keys.chord(ENTER))",Chrome 116.0.0.0,,,2566-09-01 15:50:28,2566-09-01 15:50:29,0.480s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""), """")",Chrome 116.0.0.0,,,2566-09-01 15:50:29,2566-09-01 15:50:29,0.723s,PASSED
