Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TESTsearch Category,Chrome 116.0.0.0,,,2566-09-05 16:13:25,2566-09-05 16:14:03,38.511s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-05 16:13:25,2566-09-05 16:13:31,6.355s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-05 16:13:25,2566-09-05 16:13:28,2.319s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-05 16:13:28,2566-09-05 16:13:29,1.062s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-05 16:13:29,2566-09-05 16:13:30,1.182s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-05 16:13:30,2566-09-05 16:13:30,0.505s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-05 16:13:30,2566-09-05 16:13:31,0.946s,PASSED
,,,,,,,
Test Cases/Category LIST/SEARCH category/กดเปลี่ยนหน้าไปที่ category,Chrome 116.0.0.0,,,2566-09-05 16:13:31,2566-09-05 16:13:34,2.376s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-05 16:13:32,2566-09-05 16:13:32,0.185s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/div_Item""))",Chrome 116.0.0.0,,,2566-09-05 16:13:32,2566-09-05 16:13:33,0.727s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-05 16:13:33,2566-09-05 16:13:34,1.013s,PASSED
,,,,,,,
