Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Dynamic Search,Chrome 116.0.0.0,,,2566-08-30 14:04:49,2566-08-30 14:05:04,15.206s,FAILED
,,,,,,,
Test Cases/TEST Search Category LIST,Chrome 116.0.0.0,,,2566-08-30 14:04:49,2566-08-30 14:05:04,14.876s,FAILED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-08-30 14:04:49,2566-08-30 14:04:52,2.812s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-08-30 14:04:52,2566-08-30 14:04:58,5.859s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-08-30 14:04:58,2566-08-30 14:04:59,1.420s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-08-30 14:04:59,2566-08-30 14:05:00,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-08-30 14:05:00,2566-08-30 14:05:01,0.923s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/div_Item""))",Chrome 116.0.0.0,,,2566-08-30 14:05:01,2566-08-30 14:05:02,0.763s,PASSED
"doubleClick(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-08-30 14:05:02,2566-08-30 14:05:03,1.305s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-08-30 14:05:03,2566-08-30 14:05:03,0.375s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-08-30 14:05:03,2566-08-30 14:05:04,0.472s,FAILED
