Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Testsearch sub category,Chrome 116.0.0.0,,,2566-09-01 16:06:46,2566-09-01 16:08:08,1m - 22.171s,PASSED
,,,,,,,
Test Cases/TEST LOGIN,Chrome 116.0.0.0,"username : admin
password : 123456",,2566-09-01 16:06:47,2566-09-01 16:06:54,7.179s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2566-09-01 16:06:47,2566-09-01 16:06:51,3.365s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 16:06:51,2566-09-01 16:06:51,0.811s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Username_username""), ""admin"")",Chrome 116.0.0.0,,,2566-09-01 16:06:51,2566-09-01 16:06:53,1.302s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign In/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 116.0.0.0,,,2566-09-01 16:06:53,2566-09-01 16:06:53,0.470s,PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Sign in with Credentials""))",Chrome 116.0.0.0,,,2566-09-01 16:06:53,2566-09-01 16:06:54,0.711s,PASSED
,,,,,,,
Test Cases/Category LIST/Search sub category/ตรวจสอบฟังก์ชันการค้นหาเมื่อมีการค้นหาค่าว่าง,Chrome 116.0.0.0,,,2566-09-01 16:06:54,2566-09-01 16:06:58,4.199s,PASSED
"navigateToUrl(""https://pos-frontend-ton-gumbjqoyzq-as.a.run.app/"")",Chrome 116.0.0.0,,,2566-09-01 16:06:54,2566-09-01 16:06:55,0.168s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Item""))",Chrome 116.0.0.0,,,2566-09-01 16:06:55,2566-09-01 16:06:55,0.628s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/span_Category""))",Chrome 116.0.0.0,,,2566-09-01 16:06:55,2566-09-01 16:06:56,0.729s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/button_Sub Category""))",Chrome 116.0.0.0,,,2566-09-01 16:06:56,2566-09-01 16:06:57,0.893s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""))",Chrome 116.0.0.0,,,2566-09-01 16:06:57,2566-09-01 16:06:57,0.509s,PASSED
"click(findTestObject(""Object Repository/Page_Create Next App/input_Add Category_input-group-1""))",Chrome 116.0.0.0,,,2566-09-01 16:06:57,2566-09-01 16:06:58,0.393s,PASSED
